task_id,agent_id,reviewer_name,task_order,task_time,original_final_split,terminal_status,scoreable_cell,verified_pass,policy_valid_cell,policy_pass,policy_outcome_value,failure_category,source_artifact_path,score_source_kind,cost_observation_kind
boltons__v2__147,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,25,2019-01-15T07:00:03-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__147,kilo_gpt_5_4,Kilo + GPT mainline,25,2019-01-15T07:00:03-08:00,selection,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__147,kilo_gpt_5_4_mini,Kilo + GPT low-cost,25,2019-01-15T07:00:03-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__148,codex_gpt_5_4,Codex + GPT mainline,26,2019-01-15T07:15:46-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__148,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,26,2019-01-15T07:15:46-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__148,kilo_gpt_5_4,Kilo + GPT mainline,26,2019-01-15T07:15:46-08:00,selection,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__148,kilo_gpt_5_4_mini,Kilo + GPT low-cost,26,2019-01-15T07:15:46-08:00,selection,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__107,codex_gpt_5_4,Codex + GPT mainline,27,2019-02-09T00:09:14-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__107,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,27,2019-02-09T00:09:14-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__107,kilo_gpt_5_4,Kilo + GPT mainline,27,2019-02-09T00:09:14-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__107,kilo_gpt_5_4_mini,Kilo + GPT low-cost,27,2019-02-09T00:09:14-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__v2__155,codex_gpt_5_4,Codex + GPT mainline,28,2019-02-09T17:33:51-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__155,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,28,2019-02-09T17:33:51-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__155,kilo_gpt_5_4,Kilo + GPT mainline,28,2019-02-09T17:33:51-08:00,selection,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__155,kilo_gpt_5_4_mini,Kilo + GPT low-cost,28,2019-02-09T17:33:51-08:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__163,codex_gpt_5_4,Codex + GPT mainline,29,2019-02-12T15:15:17-05:00,selection,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__163,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,29,2019-02-12T15:15:17-05:00,selection,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__163,kilo_gpt_5_4,Kilo + GPT mainline,29,2019-02-12T15:15:17-05:00,selection,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__163,kilo_gpt_5_4_mini,Kilo + GPT low-cost,29,2019-02-12T15:15:17-05:00,selection,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__164,codex_gpt_5_4,Codex + GPT mainline,30,2019-02-13T12:18:00+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__164,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,30,2019-02-13T12:18:00+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__164,kilo_gpt_5_4,Kilo + GPT mainline,30,2019-02-13T12:18:00+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__164,kilo_gpt_5_4_mini,Kilo + GPT low-cost,30,2019-02-13T12:18:00+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__169,codex_gpt_5_4,Codex + GPT mainline,31,2019-05-07T14:01:45-07:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__169,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,31,2019-05-07T14:01:45-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__169,kilo_gpt_5_4,Kilo + GPT mainline,31,2019-05-07T14:01:45-07:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__169,kilo_gpt_5_4_mini,Kilo + GPT low-cost,31,2019-05-07T14:01:45-07:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__170,codex_gpt_5_4,Codex + GPT mainline,32,2019-05-07T14:34:01-07:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__170,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,32,2019-05-07T14:34:01-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__170,kilo_gpt_5_4,Kilo + GPT mainline,32,2019-05-07T14:34:01-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__v2__170,kilo_gpt_5_4_mini,Kilo + GPT low-cost,32,2019-05-07T14:34:01-07:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,fresh_paid_cell,observed_tokens_estimated_cost
boltons__clean_ext__001,codex_gpt_5_4,Codex + GPT mainline,33,2020-01-06T22:29:17-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,observed_tokens_estimated_cost
boltons__clean_ext__001,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,33,2020-01-06T22:29:17-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__clean_ext__001,kilo_gpt_5_4,Kilo + GPT mainline,33,2020-01-06T22:29:17-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__clean_ext__001,kilo_gpt_5_4_mini,Kilo + GPT low-cost,33,2020-01-06T22:29:17-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__006,codex_gpt_5_4,Codex + GPT mainline,34,2020-03-25T10:22:48-04:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,observed_tokens_estimated_cost
boltons__hist__006,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,34,2020-03-25T10:22:48-04:00,later_check,invalid_output,False,False,True,False,0,no meaningful change,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__006,kilo_gpt_5_4,Kilo + GPT mainline,34,2020-03-25T10:22:48-04:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__006,kilo_gpt_5_4_mini,Kilo + GPT low-cost,34,2020-03-25T10:22:48-04:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__007,codex_gpt_5_4,Codex + GPT mainline,35,2020-03-28T09:38:32+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,observed_tokens_estimated_cost
boltons__hist__007,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,35,2020-03-28T09:38:32+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__007,kilo_gpt_5_4,Kilo + GPT mainline,35,2020-03-28T09:38:32+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__007,kilo_gpt_5_4_mini,Kilo + GPT low-cost,35,2020-03-28T09:38:32+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__clean_ext__008,codex_gpt_5_4,Codex + GPT mainline,36,2020-03-29T19:27:42-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,observed_tokens_estimated_cost
boltons__clean_ext__008,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,36,2020-03-29T19:27:42-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__clean_ext__008,kilo_gpt_5_4,Kilo + GPT mainline,36,2020-03-29T19:27:42-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__clean_ext__008,kilo_gpt_5_4_mini,Kilo + GPT low-cost,36,2020-03-29T19:27:42-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__clean_ext__010,codex_gpt_5_4,Codex + GPT mainline,37,2020-04-21T02:03:26-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,observed_tokens_estimated_cost
boltons__clean_ext__010,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,37,2020-04-21T02:03:26-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__clean_ext__010,kilo_gpt_5_4,Kilo + GPT mainline,37,2020-04-21T02:03:26-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__clean_ext__010,kilo_gpt_5_4_mini,Kilo + GPT low-cost,37,2020-04-21T02:03:26-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__011,codex_gpt_5_4,Codex + GPT mainline,38,2020-06-22T01:19:35-04:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,observed_tokens_estimated_cost
boltons__hist__011,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,38,2020-06-22T01:19:35-04:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__011,kilo_gpt_5_4,Kilo + GPT mainline,38,2020-06-22T01:19:35-04:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__011,kilo_gpt_5_4_mini,Kilo + GPT low-cost,38,2020-06-22T01:19:35-04:00,later_check,acut_harness_error,False,False,True,False,0,exceeded budget or timeout,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__013,codex_gpt_5_4,Codex + GPT mainline,39,2021-02-21T22:35:25-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,observed_tokens_estimated_cost
boltons__hist__013,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,39,2021-02-21T22:35:25-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__013,kilo_gpt_5_4,Kilo + GPT mainline,39,2021-02-21T22:35:25-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__013,kilo_gpt_5_4_mini,Kilo + GPT low-cost,39,2021-02-21T22:35:25-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__014,codex_gpt_5_4,Codex + GPT mainline,40,2021-05-15T00:08:53-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,observed_tokens_estimated_cost
boltons__hist__014,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,40,2021-05-15T00:08:53-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__014,kilo_gpt_5_4,Kilo + GPT mainline,40,2021-05-15T00:08:53-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__014,kilo_gpt_5_4_mini,Kilo + GPT low-cost,40,2021-05-15T00:08:53-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__017,codex_gpt_5_4,Codex + GPT mainline,41,2022-01-16T07:08:40+08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,observed_tokens_estimated_cost
boltons__hist__017,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,41,2022-01-16T07:08:40+08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__017,kilo_gpt_5_4,Kilo + GPT mainline,41,2022-01-16T07:08:40+08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__hist__017,kilo_gpt_5_4_mini,Kilo + GPT low-cost,41,2022-01-16T07:08:40+08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/selection_score_table.csv,reused_original_selection_score,missing_usage_conservative_estimate
boltons__clean_ext__017,codex_gpt_5_4,Codex + GPT mainline,42,2022-12-07T18:22:36-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__clean_ext__017,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,42,2022-12-07T18:22:36-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__clean_ext__017,kilo_gpt_5_4,Kilo + GPT mainline,42,2022-12-07T18:22:36-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__clean_ext__017,kilo_gpt_5_4_mini,Kilo + GPT low-cost,42,2022-12-07T18:22:36-08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__019,codex_gpt_5_4,Codex + GPT mainline,43,2022-12-08T03:45:47-06:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__019,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,43,2022-12-08T03:45:47-06:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__019,kilo_gpt_5_4,Kilo + GPT mainline,43,2022-12-08T03:45:47-06:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__019,kilo_gpt_5_4_mini,Kilo + GPT low-cost,43,2022-12-08T03:45:47-06:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__020,codex_gpt_5_4,Codex + GPT mainline,44,2022-12-08T15:51:37+06:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__020,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,44,2022-12-08T15:51:37+06:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__020,kilo_gpt_5_4,Kilo + GPT mainline,44,2022-12-08T15:51:37+06:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__020,kilo_gpt_5_4_mini,Kilo + GPT low-cost,44,2022-12-08T15:51:37+06:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__022,codex_gpt_5_4,Codex + GPT mainline,45,2023-02-20T07:22:09+01:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__022,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,45,2023-02-20T07:22:09+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__022,kilo_gpt_5_4,Kilo + GPT mainline,45,2023-02-20T07:22:09+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__022,kilo_gpt_5_4_mini,Kilo + GPT low-cost,45,2023-02-20T07:22:09+01:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__023,codex_gpt_5_4,Codex + GPT mainline,46,2023-04-02T15:11:27-04:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__023,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,46,2023-04-02T15:11:27-04:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__023,kilo_gpt_5_4,Kilo + GPT mainline,46,2023-04-02T15:11:27-04:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__023,kilo_gpt_5_4_mini,Kilo + GPT low-cost,46,2023-04-02T15:11:27-04:00,later_check,verified_fail,True,False,True,False,0,hidden verifier failure,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__024,codex_gpt_5_4,Codex + GPT mainline,47,2023-04-20T18:29:33-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__024,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,47,2023-04-20T18:29:33-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__024,kilo_gpt_5_4,Kilo + GPT mainline,47,2023-04-20T18:29:33-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__024,kilo_gpt_5_4_mini,Kilo + GPT low-cost,47,2023-04-20T18:29:33-07:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__025,codex_gpt_5_4,Codex + GPT mainline,48,2023-04-21T13:05:37+05:30,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__025,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,48,2023-04-21T13:05:37+05:30,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__025,kilo_gpt_5_4,Kilo + GPT mainline,48,2023-04-21T13:05:37+05:30,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__025,kilo_gpt_5_4_mini,Kilo + GPT low-cost,48,2023-04-21T13:05:37+05:30,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__026,codex_gpt_5_4,Codex + GPT mainline,49,2023-05-07T01:25:38+08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__026,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,49,2023-05-07T01:25:38+08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
boltons__hist__026,kilo_gpt_5_4,Kilo + GPT mainline,49,2023-05-07T01:25:38+08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/doubled_timeout_top2_repeat_score_table.csv,reused_doubled_timeout_top2_repeat,observed_tokens_estimated_cost
boltons__hist__026,kilo_gpt_5_4_mini,Kilo + GPT low-cost,49,2023-05-07T01:25:38+08:00,later_check,verified_pass,True,True,True,True,1,verified pass,experiments/agent_selection_demo/results/holdout_score_table.csv,reused_original_holdout_score,missing_usage_conservative_estimate
