final_split,agent_id,reviewer_name,harness,model,task_id,terminal_status,scoreable_cell,verified_pass,failure_category,latency_seconds,estimated_cost_usd,usage_observed,cost_observation_kind,usage_source,billed_cost_usd,patch_sha256,run_id,paid_cell_source,score_source_kind,source_artifact_path,replacement_rule
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__supply_expansion_20260526__066,verified_pass,True,True,verified pass,89.079,0.1824095,True,observed_tokens_estimated_cost,adapter_output_usage_json,,304e8cceb66860a8b86f1cb0f84a9574696105120b482dc99195ae85ebc56b25,reused__reused_original_selection_score__codex_gpt_5_4__boltons__supply_expansion_20260526__066,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__supply_expansion_20260526__066,verified_pass,True,True,verified pass,27.593,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,304e8cceb66860a8b86f1cb0f84a9574696105120b482dc99195ae85ebc56b25,reused__reused_original_selection_score__kilo_gpt_5_4__boltons__supply_expansion_20260526__066,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__supply_expansion_20260526__066,verified_pass,True,True,verified pass,17.997,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,4e8c60d62db9f6febf18b5d9ab39ab17b656476b3da7e6c1805dc1288d8ebaf9,reused__reused_original_selection_score__kilo_gpt_5_4_mini__boltons__supply_expansion_20260526__066,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__supply_expansion_20260526__066,verified_pass,True,True,verified pass,26.733,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,8efc92b8ab5d83db2b3656b379e7ff61a05dca8f02364ba51019b5a0cabe66e8,reused__reused_original_selection_score__kilo_claude_sonnet_4_6__boltons__supply_expansion_20260526__066,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__103,verified_pass,True,True,verified pass,76.809,0.1924865,True,observed_tokens_estimated_cost,adapter_output_usage_json,,c47b0b9c3db5892a76698fc930b6080cc394887b9b281f9970e517e0cd25b9f7,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__103,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__103,verified_pass,True,True,verified pass,69.355,0.1743745,True,observed_tokens_estimated_cost,adapter_output_usage_json,,383890d6c661a42ae1a17bbf5b7ee2599dec81c5f5080ad97b1bd5835660e8bd,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__103,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__103,verified_pass,True,True,verified pass,31.026,0.04921185,True,observed_tokens_estimated_cost,adapter_output_usage_json,,383890d6c661a42ae1a17bbf5b7ee2599dec81c5f5080ad97b1bd5835660e8bd,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__103,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__103,verified_fail,True,False,hidden verifier failure,115.843,1.348413,True,observed_tokens_estimated_cost,adapter_output_usage_json,,6ecbccff24d91b31023014b378d487de67f67bf769b1d4bb813f16452c1cff90,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__103,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__122,verified_fail,True,False,hidden verifier failure,143.774,0.317391,True,observed_tokens_estimated_cost,adapter_output_usage_json,,d27717cdea775d7d6fb5573f9b33b9e4d21f5797ff018446d7c7ff738e5409f9,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__122,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__122,verified_pass,True,True,verified pass,63.176,0.169837,True,observed_tokens_estimated_cost,adapter_output_usage_json,,a515a9bf9e6517264e7599c1263dc11b1f472c2cbbedca4612845a69dccbe790,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__122,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__122,verified_fail,True,False,hidden verifier failure,98.705,0.1345434,True,observed_tokens_estimated_cost,adapter_output_usage_json,,2d6646c229d514ae1295672f171913662763ee5f01405e5da51fa6e474ece2af,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__122,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__122,verified_fail,True,False,hidden verifier failure,165.243,1.180773,True,observed_tokens_estimated_cost,adapter_output_usage_json,,512ed0afbba4911ab6b65bbff1f5b4901f7b35f33376087b11560998bfd1fe9a,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__122,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__128,verified_fail,True,False,hidden verifier failure,194.853,0.4002465,True,observed_tokens_estimated_cost,adapter_output_usage_json,,3240acff6b7afaf0882b4553693e76cec21293c732159bf51e1bcc714f42bb77,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__128,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__128,verified_fail,True,False,hidden verifier failure,47.112,0.133844,True,observed_tokens_estimated_cost,adapter_output_usage_json,,fcc402e738b74d6d54f217737b2fecd7bc279d99effcae672810897edd771dea,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__128,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__128,verified_pass,True,True,verified pass,43.705,0.07204665,True,observed_tokens_estimated_cost,adapter_output_usage_json,,9d93a3dfc1e9029d149b5cafefde0cd166941ef2518998fefe6c4f08ab7d40ba,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__128,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__128,verified_pass,True,True,verified pass,45.749,0.537318,True,observed_tokens_estimated_cost,adapter_output_usage_json,,cf96e7b9a27967278c41452178bcce769a124b8099136714dd44a74a57758339,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__128,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__132,verified_fail,True,False,hidden verifier failure,183.072,0.3874635,True,observed_tokens_estimated_cost,adapter_output_usage_json,,dfcd3c56b208f4e0df4fb8df372bf23fca3d2dcf4c49f15fdf2d3b61a23ffebe,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__132,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__132,verified_fail,True,False,hidden verifier failure,74.266,0.2205725,True,observed_tokens_estimated_cost,adapter_output_usage_json,,2b76ba220d0cbb8a8c954264209ac282c509c10afc4991f4e79783c7d380b56f,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__132,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__132,verified_fail,True,False,hidden verifier failure,51.928,0.09260175,True,observed_tokens_estimated_cost,adapter_output_usage_json,,2ddfe82fbc8915d7fb5128a13388f0f72afe1d82c3a8bac9001f5f358e4ce141,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__132,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__132,verified_fail,True,False,hidden verifier failure,123.258,1.916928,True,observed_tokens_estimated_cost,adapter_output_usage_json,,d08113d5dfbc6a774e955698eebc762d6f96360d69dbd636fb9c348c02f73e37,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__132,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__133,verified_fail,True,False,hidden verifier failure,199.452,0.224069,True,observed_tokens_estimated_cost,adapter_output_usage_json,,c9064fa67d6bcfb17496e794ad6990c7a55918e3488aa1f8196a9f2d6e2b0bec,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__133,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__133,verified_fail,True,False,hidden verifier failure,516.428,0.320137,True,observed_tokens_estimated_cost,adapter_output_usage_json,,7212b58c19f33df70ef19dd9a9914a9383e3f8f01f1d6cba7d7f0000bc00f86d,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__133,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__133,verified_pass,True,True,verified pass,270.939,0.15241605,True,observed_tokens_estimated_cost,adapter_output_usage_json,,d5a0bbe5deacd795417a0833df4c58c76560755defd65f32b6558ca1601da44a,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__133,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__133,verified_fail,True,False,hidden verifier failure,132.23,1.58322,True,observed_tokens_estimated_cost,adapter_output_usage_json,,7b58b860227b0d5e703a681dd2a2b07131887b8aaa190ffaf3d9c190c2bf2041,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__133,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__supply_expansion_20260526__093,verified_pass,True,True,verified pass,54.368,0.1324475,True,observed_tokens_estimated_cost,adapter_output_usage_json,,5f7329578ba7895631f39e30ddaf97e8a7cbf9b3289e00eef439f142995cd5f2,reused__reused_original_selection_score__codex_gpt_5_4__boltons__supply_expansion_20260526__093,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__supply_expansion_20260526__093,verified_pass,True,True,verified pass,26.377,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,5f7329578ba7895631f39e30ddaf97e8a7cbf9b3289e00eef439f142995cd5f2,reused__reused_original_selection_score__kilo_gpt_5_4__boltons__supply_expansion_20260526__093,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__supply_expansion_20260526__093,verified_pass,True,True,verified pass,16.915,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,e3eb453919185cb83871eaebd5cc1015b923d35d03e6f769ed59792a15c4670b,reused__reused_original_selection_score__kilo_gpt_5_4_mini__boltons__supply_expansion_20260526__093,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__supply_expansion_20260526__093,verified_pass,True,True,verified pass,24.745,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,e3eb453919185cb83871eaebd5cc1015b923d35d03e6f769ed59792a15c4670b,reused__reused_original_selection_score__kilo_claude_sonnet_4_6__boltons__supply_expansion_20260526__093,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__141,verified_fail,True,False,hidden verifier failure,172.529,0.3911385,True,observed_tokens_estimated_cost,adapter_output_usage_json,,796bb9f7e9a7c25223589dc24e0ec6b2ae3cfb7b703d4b84f2132e61211da97a,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__141,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__141,verified_pass,True,True,verified pass,69.276,0.346786,True,observed_tokens_estimated_cost,adapter_output_usage_json,,1acd04ef96723a8f560579b0a493935d576635c00fc0f59f5f934d5c5295ad4d,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__141,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__141,verified_pass,True,True,verified pass,63.95,0.08392905,True,observed_tokens_estimated_cost,adapter_output_usage_json,,eae546ce0c1ab3f9b2437b7d7128f650c2b4e925d49e8f6738e870877cafdeb3,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__141,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__141,verified_pass,True,True,verified pass,46.433,0.652236,True,observed_tokens_estimated_cost,adapter_output_usage_json,,93f47372c946a1931248a091a2620ac0fcc2049132901ea8a6aaf86aa45bff32,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__141,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__supply_expansion_20260526__095,verified_pass,True,True,verified pass,64.928,0.16548,True,observed_tokens_estimated_cost,adapter_output_usage_json,,351b886de956eb684509bd6bdf4f0145dcaaee27c53d6d8ae97e4ac86ff98143,reused__reused_original_selection_score__codex_gpt_5_4__boltons__supply_expansion_20260526__095,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__supply_expansion_20260526__095,verified_pass,True,True,verified pass,33.328,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,8e976fa7b388f4b1d2c565cd8d47f3c7db65e8cdee7d18bca2e5dd36a593ff14,reused__reused_original_selection_score__kilo_gpt_5_4__boltons__supply_expansion_20260526__095,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__supply_expansion_20260526__095,verified_pass,True,True,verified pass,23.511,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,3ff52708b3585cf4aa4d541f32b1bf95fc11495d0a5a720b07256bed52ee418a,reused__reused_original_selection_score__kilo_gpt_5_4_mini__boltons__supply_expansion_20260526__095,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__supply_expansion_20260526__095,verified_pass,True,True,verified pass,81.332,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,5a85a8cc66f7912a756363b63852c66879949ecc2a44fb27c6e93f6475fb06b7,reused__reused_original_selection_score__kilo_claude_sonnet_4_6__boltons__supply_expansion_20260526__095,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__142,verified_fail,True,False,hidden verifier failure,275.301,0.4832005,True,observed_tokens_estimated_cost,adapter_output_usage_json,,fa4a52ca6f5b040890024106f87edcb1cc5d29237de18db6f71cbc4ba485565a,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__142,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__142,verified_pass,True,True,verified pass,270.114,0.685676,True,observed_tokens_estimated_cost,adapter_output_usage_json,,18f8af860ffcf2282c70171fa993ba1d6f9bd77f54b59539f5ce94c952e3b163,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__142,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__142,verified_fail,True,False,hidden verifier failure,148.627,0.2101215,True,observed_tokens_estimated_cost,adapter_output_usage_json,,37a35b41ada637f23da75f0661b7ee724f3fced8438f42f82547851ded3db746,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__142,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__142,verified_pass,True,True,verified pass,1011.293,10.774299,True,observed_tokens_estimated_cost,adapter_output_usage_json,,c831d1e4fa051a5583fc5abe4b4098ea18b4840e484fc511fb12f6596ef13ce1,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__142,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__144,verified_fail,True,False,hidden verifier failure,191.478,0.4130905,True,observed_tokens_estimated_cost,adapter_output_usage_json,,312577f2b5a51b7aa42e516643cf772da84b9786c115a748644ae08b06ef7d79,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__144,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__144,verified_pass,True,True,verified pass,147.04,0.4123145,True,observed_tokens_estimated_cost,adapter_output_usage_json,,8a24c334d4a713a85b4c6c6760f5f3dd8c6324facaff37409ded2bb6b3c115b1,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__144,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__144,verified_pass,True,True,verified pass,111.673,0.15585915,True,observed_tokens_estimated_cost,adapter_output_usage_json,,8d6d7ad6aa7db6d5a57375805277fc9152e07976ca08fbdb657720d3e3efcc79,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__144,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__144,verified_pass,True,True,verified pass,248.929,2.549178,True,observed_tokens_estimated_cost,adapter_output_usage_json,,161013a7bc7dbc20a2de22fa6cb8c7109fcb5b341c4c2bf7ae1cad469f544fa9,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__144,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__147,verified_fail,True,False,hidden verifier failure,152.045,0.365744,True,observed_tokens_estimated_cost,adapter_output_usage_json,,98cdf357d548a672bb8f381ee614f8b4345f023cd8a4980de9e48218f4cce82a,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__147,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__147,verified_pass,True,True,verified pass,121.653,0.317086,True,observed_tokens_estimated_cost,adapter_output_usage_json,,7966c621ff6efc4263259f54c7252b29da02c3141b352bf7e699a7e56c273fc3,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__147,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__147,verified_fail,True,False,hidden verifier failure,30.976,0.048003,True,observed_tokens_estimated_cost,adapter_output_usage_json,,a6f1e5b21b923f8a0fbaf19c5dcf5e6cac35d16a1d5146a92b151324df874dd6,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__147,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__147,verified_fail,True,False,hidden verifier failure,128.933,3.071442,True,observed_tokens_estimated_cost,adapter_output_usage_json,,689b9f1fb11513e29c96ab2d3a2258e1f828b934dc32f72005ca36a6341187f5,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__147,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__148,verified_fail,True,False,hidden verifier failure,182.176,0.336551,True,observed_tokens_estimated_cost,adapter_output_usage_json,,4ad7eb72c5ddcc43b7f6cb535f215f17b4e8b8b31674684e6c0eeab10b08bb44,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__148,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__v2__148,verified_pass,True,True,verified pass,112.377,0.32884,True,observed_tokens_estimated_cost,adapter_output_usage_json,,bcd7251a7775d00d97fc0678f58d5fc1a82e929ea2e6a7c6c9f762280df20ef6,boltons_small_expansion__selection__kilo_gpt_5_4__boltons__v2__148,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__v2__148,verified_pass,True,True,verified pass,111.116,0.1565622,True,observed_tokens_estimated_cost,adapter_output_usage_json,,7742c289549d68ebca86fd57cb31b081f9b5cd45ebf6ae70e9c8f20a6e31a27f,boltons_small_expansion__selection__kilo_gpt_5_4_mini__boltons__v2__148,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__v2__148,verified_fail,True,False,hidden verifier failure,46.127,0.715188,True,observed_tokens_estimated_cost,adapter_output_usage_json,,db811c73176492ba65cf0d17a77a76d5696b2189b0be7c740a7aaa2c66c57370,boltons_small_expansion__selection__kilo_claude_sonnet_4_6__boltons__v2__148,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__supply_expansion_20260526__107,verified_fail,True,False,hidden verifier failure,267.657,0.381985,True,observed_tokens_estimated_cost,adapter_output_usage_json,,237c38aa52b471f0d018da17c29b4fa3df33965d508ae1eaa456e08020f4c599,reused__reused_original_selection_score__codex_gpt_5_4__boltons__supply_expansion_20260526__107,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__supply_expansion_20260526__107,verified_fail,True,False,hidden verifier failure,82.296,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,f07c0e193d9c7ba36b972a3195e2795a2443b805d13c244773793e2b498e38e5,reused__reused_original_selection_score__kilo_gpt_5_4__boltons__supply_expansion_20260526__107,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_gpt_5_4_mini,Kilo + GPT low-cost,kilo,gpt-5.4-mini,boltons__supply_expansion_20260526__107,verified_fail,True,False,hidden verifier failure,49.831,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,85f6da51f28649239d6c2a6251457ca3b6ad48eec98e450eeaf4bbe3931e8183,reused__reused_original_selection_score__kilo_gpt_5_4_mini__boltons__supply_expansion_20260526__107,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,kilo_claude_sonnet_4_6,Kilo + Claude Sonnet,kilo,claude-sonnet-4-6,boltons__supply_expansion_20260526__107,verified_fail,True,False,hidden verifier failure,723.125,0.5,False,missing_usage_conservative_estimate,missing_adapter_usage,,fd783406838442a2b60829819f1b97e3eca935245c8882ab3881994ac5c5a0bf,reused__reused_original_selection_score__kilo_claude_sonnet_4_6__boltons__supply_expansion_20260526__107,reused_committed_paid_cell,reused_original_selection_score,experiments/agent_selection_demo/results/selection_score_table.csv,
selection,codex_gpt_5_4,Codex + GPT mainline,codex,gpt-5.4,boltons__v2__155,verified_fail,True,False,hidden verifier failure,134.203,0.3260645,True,observed_tokens_estimated_cost,adapter_output_usage_json,,96ac61d5cb65d39b63f50c5b319385a91b509fd3678dd6d25c8230f7096ff846,boltons_small_expansion__selection__codex_gpt_5_4__boltons__v2__155,fresh_paid_small_expansion,fresh_paid_cell,experiments/agent_selection_demo/results/boltons_small_expansion_score_table.csv,
